id,min,max,mean
9458,0,20,10.0
9473,-70,0,-35.0
9711,-70,10,-30.0
9823,-70,10,-30.0
9863,-20,0,-10.0
9952,-10,0,-5.0
10157,-20,0,-10.0
10158,-20,0,-10.0
10159,-20,0,-10.0
10160,-20,0,-10.0
10161,-20,0,-10.0
10162,-20,10,-5.0
10163,-20,0,-10.0
10164,-20,0,-10.0
10165,-20,0,-10.0
10166,-20,0,-10.0
10168,-20,0,-10.0
10169,-20,0,-10.0
10170,-20,0,-10.0
10171,-20,0,-10.0
10172,-20,0,-10.0
10173,-20,0,-10.0
10174,-20,0,-10.0
10176,-10,0,-5.0
10177,-20,0,-10.0
10186,-20,10,-5.0
10187,-20,10,-5.0
10188,-10,10,0.0
10189,-10,0,-5.0
10190,-10,10,0.0
10191,-20,10,-5.0
10192,-10,10,0.0
10193,-10,10,0.0
10194,-40,0,-20.0
10195,-40,0,-20.0
10228,-10,10,0.0
10229,-20,10,-5.0
10231,-20,-10,-15.0
10235,-10,20,5.0
10400,-10,0,-5.0
