id,min,max,mean
9288,40,70,55.0
9289,40,80,60.0
9439,0,40,20.0
9457,10,30,20.0
9465,-20,10,-5.0
9468,-10,10,0.0
9474,0,10,5.0
9493,-20,30,5.0
9501,-20,40,10.0
9517,-10,20,5.0
9518,0,30,15.0
9519,-10,30,10.0
9520,-30,10,-10.0
9527,0,20,10.0
9540,-10,10,0.0
9553,-30,10,-10.0
9554,-30,10,-10.0
9555,-20,10,-5.0
9556,-20,10,-5.0
9698,-20,0,-10.0
9699,-20,0,-10.0
9701,-40,0,-20.0
9702,-40,0,-20.0
9703,-30,0,-15.0
9704,-30,0,-15.0
9705,-30,0,-15.0
9706,-30,0,-15.0
9707,-30,10,-10.0
9708,-30,0,-15.0
9709,-30,0,-15.0
9710,-30,10,-10.0
9713,-10,0,-5.0
9714,-10,0,-5.0
9715,-10,0,-5.0
9716,-10,0,-5.0
9717,-10,0,-5.0
9718,-10,10,0.0
9719,-10,10,0.0
9720,-10,0,-5.0
9721,0,20,10.0
9722,0,40,20.0
9723,0,50,25.0
9724,-10,40,15.0
9725,-10,40,15.0
9726,10,60,35.0
9764,30,110,70.0
9787,-10,10,0.0
9788,-30,20,-5.0
9789,-20,10,-5.0
9790,-20,10,-5.0
9791,-20,10,-5.0
9792,-20,10,-5.0
9793,-10,20,5.0
9827,-30,10,-10.0
9857,10,60,35.0
9858,-10,10,0.0
9859,-30,0,-15.0
9862,0,30,15.0
9876,-30,30,0.0
9890,-10,0,-5.0
9891,-10,0,-5.0
9892,-10,0,-5.0
9893,-10,10,0.0
9894,-10,10,0.0
9907,-20,10,-5.0
9908,-20,0,-10.0
9909,-20,20,0.0
9953,10,60,35.0
9954,10,60,35.0
9955,10,30,20.0
9956,0,30,15.0
9957,-10,20,5.0
9958,-10,20,5.0
9959,-10,20,5.0
9960,-10,20,5.0
9961,-20,10,-5.0
9962,-20,10,-5.0
9963,0,40,20.0
9964,0,30,15.0
9965,0,40,20.0
9966,-10,20,5.0
9967,-10,20,5.0
9968,-10,20,5.0
9969,-10,20,5.0
9970,-10,20,5.0
9971,0,30,15.0
9972,0,10,5.0
10149,30,80,55.0
10151,10,60,35.0
10152,10,70,40.0
10153,0,20,10.0
10236,-10,30,10.0
10237,0,40,20.0
10256,0,10,5.0
10428,-10,20,5.0
10429,-10,20,5.0
10430,0,30,15.0
